policy,rerank,avatar_id,taste,activity,conformity,diversity,page,recommended,watched,rating,feeling,ground_truth
MultVAE,Diversify,173, Drama enthusiast|  Thriller and suspense lover,자주봄,균형형,균형형,4,"['Citizen Kane (1941)', 'All About My Mother (Todo Sobre Mi Madre) (1999)', 'Room with a View, A (1986)', 'GoodFellas (1990)']","['Citizen Kane (1941)', 'All About My Mother (Todo Sobre Mi Madre) (1999)', 'Room with a View, A (1986)']","[5, 4, 4]","['A masterful exploration of ambition and loss that left a profound impact on me.  ', 'A touching and emotional journey that resonated deeply with my own experiences.  ', 'A delightful romantic story that beautifully captured the essence of love and self-discovery.  ']",[]
MultVAE,Diversify,174, I have a preference for classic and iconic films.|  I lean towards a mix of drama and adventure genres.,자주봄,동조형,탐험형,1,"['20,000 Leagues Under the Sea (1954)', 'M*A*S*H (1970)', 'African Queen, The (1951)', 'Jurassic Park (1993)']","['20,000 Leagues Under the Sea (1954)', 'Jurassic Park (1993)']","[4, 5]","['I found it to be an exhilarating underwater adventure that captivated my imagination.  ', 'The thrilling suspense and groundbreaking visuals made it an unforgettable experience.  ']",[]
MultVAE,Diversify,174, I have a preference for classic and iconic films.|  I lean towards a mix of drama and adventure genres.,자주봄,동조형,탐험형,2,"['Big (1988)', 'Beetlejuice (1988)', 'Blazing Saddles (1974)', 'Blues Brothers, The (1980)']","['Big (1988)', 'Beetlejuice (1988)']","[4, 4]","['I found it charming and delightful, capturing the essence of childhood wonder.', 'It was hilariously entertaining, with a unique twist on the afterlife that I thoroughly enjoyed.']","['Blues Brothers, The (1980)']"
MultVAE,Diversify,174, I have a preference for classic and iconic films.|  I lean towards a mix of drama and adventure genres.,자주봄,동조형,탐험형,3,"['Toy Story (1995)', 'Ben-Hur (1959)', 'Men in Black (1997)', 'Good Morning, Vietnam (1987)']","['Toy Story (1995)', 'Men in Black (1997)']","[5, 4]","['I was thoroughly entertained by the imaginative story and lovable characters.', 'I enjoyed the blend of action and humor, making it a fun watch.']",['Toy Story (1995)']
MultVAE,Diversify,175, Classic and Timeless|  Dark and Intense,가끔봄,동조형,취향형,1,"['American Beauty (1999)', 'Silence of the Lambs, The (1991)', 'Usual Suspects, The (1995)', 'Good Will Hunting (1997)']","['American Beauty', 'Silence of the Lambs, The', 'Usual Suspects, The', 'Good Will Hunting']","[5, 5, 4, 5]","[""The film's exploration of self-discovery left a profound impact on me."", 'The psychological tension and character dynamics were gripping and unforgettable.', 'The intricate storytelling was captivating, though slightly less emotionally engaging than I expected.', 'The emotional journey and character development resonated deeply with me.']",[]
MultVAE,Diversify,175, Classic and Timeless|  Dark and Intense,가끔봄,동조형,취향형,2,"['Babe (1995)', 'Forrest Gump (1994)', 'October Sky (1999)', 'Sixth Sense, The (1999)']","['Sixth Sense, The']",[5],"[""The film's psychological depth and emotional engagement left a profound impact on me.""]","['Sixth Sense, The (1999)']"
MultVAE,Diversify,176, I enjoy a mix of action-packed and suspenseful movies.|  I have a soft spot for classic and heartwarming movies.,가끔봄,독립형,탐험형,1,"['Pushing Tin (1999)', 'In & Out (1997)', 'Drop Dead Gorgeous (1999)', 'Exit to Eden (1994)']","['In & Out', 'Drop Dead Gorgeous']","[4, 5]","['I found it to be a delightful and humorous exploration of identity and acceptance.', 'The dark humor and satirical take on beauty pageants left me thoroughly entertained and laughing.']",['In & Out (1997)']
MultVAE,Diversify,177, Action-packed|  Classic Thrillers,많이봄,동조형,탐험형,1,"['Star Wars: Episode VI - Return of the Jedi (1983)', 'Jaws (1975)', 'Terminator, The (1984)', 'Star Wars: Episode V - The Empire Strikes Back (1980)']","['Star Wars: Episode VI - Return of the Jedi', 'Terminator, The', 'Star Wars: Episode V - The Empire Strikes Back']","[5, 4, 5]","['I was captivated by the epic conclusion of the saga and the emotional depth of the characters.', 'The thrilling action and innovative concept kept me on the edge of my seat.', 'The character development and intense battles made it an unforgettable experience.']","['Jaws (1975)', 'Terminator, The (1984)', 'Star Wars: Episode V - The Empire Strikes Back (1980)']"
MultVAE,Diversify,177, Action-packed|  Classic Thrillers,많이봄,동조형,탐험형,2,"['Aliens (1986)', 'Soylent Green (1973)', 'Predator 2 (1990)', 'Poltergeist (1982)']","['Aliens (1986)', 'Soylent Green (1973)']","[5, 4]","['I was thrilled by the intense action and suspense throughout the film.  ', 'The thought-provoking themes left me contemplating the implications of the story long after it ended.']",[]
MultVAE,Diversify,177, Action-packed|  Classic Thrillers,많이봄,동조형,탐험형,3,"['Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)', 'Star Wars: Episode IV - A New Hope (1977)', 'Matrix, The (1999)', ""Jacob's Ladder (1990)""]","['Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)', 'Star Wars: Episode IV - A New Hope (1977)', 'Matrix, The (1999)']","[5, 5, 4]","['I found the satire brilliantly executed and thought-provoking.', 'The adventure and iconic characters made it an exhilarating experience.', 'The concept was intriguing, and the action was captivating, though it felt a bit complex at times.']","['Star Wars: Episode IV - A New Hope (1977)', 'Matrix, The (1999)', ""Jacob's Ladder (1990)""]"
MultVAE,Diversify,177, Action-packed|  Classic Thrillers,많이봄,동조형,탐험형,4,"['French Connection, The (1971)', 'Die Hard (1988)', 'Taxi Driver (1976)', 'Shining, The (1980)']","['French Connection, The (1971)', 'Die Hard (1988)', 'Taxi Driver (1976)']","[5, 5, 4]","['The gripping storyline and intense performances left me thoroughly impressed.  ', 'The thrilling action and clever plot twists made it an exhilarating watch.  ', 'The deep psychological exploration was captivating, though it was quite intense.  ']","['French Connection, The (1971)', 'Die Hard (1988)']"
MultVAE,Diversify,178, Classic Film Enthusiast|  Adventure and Comedy Lover,가끔봄,독립형,탐험형,1,"['Star Wars: Episode IV - A New Hope (1977)', 'Back to the Future (1985)', 'Casablanca (1942)', 'Graduate, The (1967)']",['Casablanca'],[5],['I was deeply moved by the emotional depth and historical context of the story.  '],[]
MultVAE,Diversify,179, Romantic Drama|  Classic Musical,자주봄,균형형,균형형,1,"[""You've Got Mail (1998)"", 'Forrest Gump (1994)', 'Notting Hill (1999)', 'Pretty Woman (1990)']","[""You've Got Mail"", 'Forrest Gump', 'Notting Hill', 'Pretty Woman']","[4, 5, 4, 4]","['I found it delightful and heartwarming, making me smile throughout.', 'It was an inspiring and emotional journey that left a lasting impression on me.', 'It was charming and sweet, capturing the essence of unexpected love beautifully.', 'I enjoyed the chemistry between the leads and the feel-good nature of the story.']",['Pretty Woman (1990)']
MultVAE,Diversify,179, Romantic Drama|  Classic Musical,자주봄,균형형,균형형,2,"['Four Weddings and a Funeral (1994)', 'Babe (1995)', 'Grumpy Old Men (1993)', 'Toy Story 2 (1999)']","['Four Weddings and a Funeral', 'Grumpy Old Men']","[4, 4]","['I found it charming and relatable with its mix of love and humor.  ', 'It was entertaining and heartwarming, capturing the essence of friendship and rivalry.']",[]
MultVAE,Diversify,179, Romantic Drama|  Classic Musical,자주봄,균형형,균형형,3,"[""My Best Friend's Wedding (1997)"", 'Austin Powers: International Man of Mystery (1997)', 'Sleepless in Seattle (1993)', 'Clueless (1995)']","[""My Best Friend's Wedding"", 'Sleepless in Seattle']","[4, 5]","['I enjoyed the mix of romance and humor, making it a delightful watch.', 'The heartfelt story and romantic connection truly resonated with me.']",['Sleepless in Seattle (1993)']
MultVAE,Diversify,179, Romantic Drama|  Classic Musical,자주봄,균형형,균형형,4,"['As Good As It Gets (1997)', 'Strictly Ballroom (1992)', 'Much Ado About Nothing (1993)', 'Birdcage, The (1996)']","['As Good As It Gets', 'Strictly Ballroom', 'Much Ado About Nothing']","[4, 4, 5]","['I found the character development and humor engaging.', 'The unconventional love story and dance elements were delightful.', 'I thoroughly enjoyed the clever writing and romantic twists.']",[]
MultVAE,Diversify,180, Classic and Cult Favorites|  Quirky and Offbeat Comedies,가끔봄,동조형,탐험형,1,"['Casablanca (1942)', 'Amadeus (1984)', 'North by Northwest (1959)', 'Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)']","['Casablanca', 'Amadeus', 'North by Northwest']","[5, 4, 4]","['A beautifully crafted film that resonated deeply with me.  ', 'A captivating portrayal of genius that left me pondering its themes.  ', 'An exhilarating ride that kept me on the edge of my seat.  ']",['Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)']
MultVAE,Diversify,181, I have a preference for intense and gritty dramas.|  I appreciate thought-provoking and artistic films.,많이봄,독립형,취향형,1,"[""Jesus' Son (1999)"", ""Marvin's Room (1996)"", ""Felicia's Journey (1999)"", 'Any Given Sunday (1999)']","[""Marvin's Room"", 'Any Given Sunday']","[4, 3]","['The heartfelt performances and emotional depth left a lasting impression on me.', ""The intense drama was engaging, but it didn't fully resonate with my emotional preferences.""]",[]
MultVAE,Diversify,181, I have a preference for intense and gritty dramas.|  I appreciate thought-provoking and artistic films.,많이봄,독립형,취향형,2,"['Bringing Out the Dead (1999)', 'Corruptor, The (1999)', 'People vs. Larry Flynt, The (1996)', 'Orgazmo (1997)']","['Bringing Out the Dead', 'Corruptor, The', 'People vs. Larry Flynt, The']","[4, 3, 5]","[""The film's haunting portrayal of redemption left a strong emotional impact on me."", 'The moral dilemmas presented were engaging, but the execution felt somewhat predictable.', 'The provocative storytelling and complex character portrayal captivated me completely.']","['People vs. Larry Flynt, The (1996)']"
MultVAE,Diversify,181, I have a preference for intense and gritty dramas.|  I appreciate thought-provoking and artistic films.,많이봄,독립형,취향형,3,"['Your Friends and Neighbors (1998)', 'Red Corner (1997)', 'Playing God (1997)', 'Boys Life (1995)']","['Your Friends and Neighbors', 'Boys Life']","[4, 5]","['I found the dark humor and complex relationships engaging and thought-provoking.  ', 'The heartfelt stories of young boys resonated deeply with me, making it a memorable watch.  ']",['Your Friends and Neighbors (1998)']
MultVAE,Diversify,182, Thriller and Suspense|  Action and Adventure,가끔봄,균형형,균형형,1,"['Usual Suspects, The (1995)', 'GoodFellas (1990)', 'Being John Malkovich (1999)', 'Three Kings (1999)']","['Usual Suspects, The (1995)', 'GoodFellas (1990)', 'Three Kings (1999)']","[5, 4, 4]","['This film captivated me with its intricate plot and thrilling twists.', 'The portrayal of the mob lifestyle was engaging, though it felt a bit familiar.', 'The action and historical elements were compelling, making it an enjoyable watch.']","['Usual Suspects, The (1995)', 'GoodFellas (1990)', 'Being John Malkovich (1999)']"
MultVAE,Diversify,183, I enjoy a mix of comedy and drama.|  I have a preference for mystery and suspense.,가끔봄,균형형,취향형,1,"['Shakespeare in Love (1998)', 'Groundhog Day (1993)', 'Jurassic Park (1993)', 'Star Wars: Episode V - The Empire Strikes Back (1980)']","['Shakespeare in Love', 'Groundhog Day']","[4, 5]","['I found it to be a delightful blend of romance and history that left me feeling enchanted.', 'The unique concept and heartfelt message resonated deeply with me, making it a memorable experience.']",['Shakespeare in Love (1998)']
MultVAE,Diversify,184, Action and Adventure|  Drama and Romance,가끔봄,균형형,취향형,1,"['Star Wars: Episode V - The Empire Strikes Back (1980)', 'Star Wars: Episode I - The Phantom Menace (1999)', 'Star Wars: Episode VI - Return of the Jedi (1983)', 'Men in Black (1997)']","['Star Wars: Episode V - The Empire Strikes Back', 'Star Wars: Episode I - The Phantom Menace', 'Star Wars: Episode VI - Return of the Jedi']","[5, 3, 4]","['An exhilarating experience that exceeded my expectations.', ""A decent watch, but it didn't quite capture the magic of the original trilogy."", 'A satisfying conclusion that delivered on action and emotional depth.']",[]
MultVAE,Diversify,185, Classic Film Enthusiast|  Eclectic Cinema Lover,가끔봄,동조형,탐험형,1,"['Desperately Seeking Susan (1985)', 'Prince of Egypt, The (1998)', 'Rocky Horror Picture Show, The (1975)', '10 Things I Hate About You (1999)']","['Prince of Egypt, The', '10 Things I Hate About You']","[4, 5]","['The animation and story were beautifully crafted, leaving me inspired.', 'This film perfectly captured the essence of teenage romance and nostalgia, making it a delightful watch.']",['10 Things I Hate About You (1999)']
MultVAE,Diversify,186, Classic Drama Enthusiast|  Historical Drama Admirer,가끔봄,균형형,취향형,1,"['American Beauty (1999)', 'Saving Private Ryan (1998)', 'Being John Malkovich (1999)', 'Forrest Gump (1994)']","['American Beauty', 'Saving Private Ryan', 'Forrest Gump']","[5, 5, 4]","[""The film's exploration of identity and societal expectations deeply resonated with me.  "", 'The emotional weight and realism of the war experience left a profound impact on me.  ', ""The blend of humor and heartache in the character's journey was both uplifting and poignant.  ""]",['Saving Private Ryan (1998)']
MultVAE,Diversify,187, Quirky and Offbeat|  Dark Comedy,많이봄,독립형,균형형,1,"['Muppet Treasure Island (1996)', 'Mirror Has Two Faces, The (1996)', 'League of Their Own, A (1992)', 'Anastasia (1997)']","['Muppet Treasure Island', 'League of Their Own, A', 'Anastasia']","[4, 5, 5]","['I thoroughly enjoyed the humor and adventure, making it a delightful watch.  ', 'The inspiring story and strong characters left me feeling uplifted and entertained.  ', 'The animation and heartfelt journey captivated me, making it a memorable experience.  ']","['Muppet Treasure Island (1996)', 'Mirror Has Two Faces, The (1996)', 'Anastasia (1997)']"
